task_id,group,outcome,kind,analysis,Experiment,arm,split,probability_layer,presentation,completion_status,Features included,feature_set_id,feature_count,AUROC[CI],AUPRC[CI],N,events,AUROC,AUROC_lower_ci,AUROC_upper_ci,AUPRC,AUPRC_lower_ci,AUPRC_upper_ci,Brier,Brier_lower_ci,Brier_upper_ci,F1,net benefit,threshold_mean,threshold_min,threshold_max,sensitivity,specificity,PPV,NPV,TP,FP,TN,FN,AUROC_status,AUPRC_status,Brier_status,cohort_identity_sha256,Interpretation,source_result_root,source_result_receipt_sha256,source_validation_path,source_validation_sha256
medicine__P3__grouped_vs_naive_cv,medicine,P3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.891111 [0.877079, 0.903825]","0.379639 [0.34118, 0.422683]",15995,703,0.8911106096252784,0.8770786839248382,0.9038254551053153,0.3796386194516305,0.3411796256675538,0.4226826780256734,0.033022405112088385,0.031525855414622696,0.034837771507919196,0.24749163879598662,0.00175054704595186,0.5,0.5,0.5,0.15789473684210525,0.9945723253989014,0.5721649484536082,0.9625340168343776,111,83,15209,592,ESTIMATED,ESTIMATED,ESTIMATED,029fc2188114f7200302cb9e3781c2fe0079adb6347423e1e92097c1eb33ea9a,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-10_v2\t4\r,031c538d9b5760b1e7eaa686278bffb5ef1b7f17bfa1e785ee4c83e120bc2528,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__P3__grouped_vs_naive_cv_validation.json,b6fef27ac2154062b6663773ce517e94c3ba7aac7fa87d41ea834ef73e19e233
medicine__P3__grouped_vs_naive_cv,medicine,P3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.89689 [0.877641, 0.915005]","0.369064 [0.321615, 0.43137]",4770,253,0.8968901847303248,0.8776405368683974,0.915004683221482,0.36906420943915547,0.32161465533738376,0.4313704429784492,0.03965262977751102,0.037361585315705874,0.04192886833429268,0.25958702064896755,0.0004192872117400419,0.5,0.5,0.5,0.17391304347826086,0.9907017932255922,0.5116279069767442,0.9553800170794193,44,42,4475,209,ESTIMATED,ESTIMATED,ESTIMATED,140bd3741e53d90e3e0f0e2579abb5e63f66a3d0188a50176737c65b27e22bdc,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-10_v2\t4\r,031c538d9b5760b1e7eaa686278bffb5ef1b7f17bfa1e785ee4c83e120bc2528,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__P3__grouped_vs_naive_cv_validation.json,b6fef27ac2154062b6663773ce517e94c3ba7aac7fa87d41ea834ef73e19e233
medicine__S1__grouped_vs_naive_cv,medicine,S1,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.893467 [0.878926, 0.907734]","0.267401 [0.229868, 0.309321]",15995,427,0.893466692019419,0.8789261516320733,0.9077341680870551,0.26740061995211356,0.22986794328193672,0.309320736725657,0.022402478538114484,0.02161294551027717,0.023232190589108862,0.156,0.00031259768677711783,0.5,0.5,0.5,0.09133489461358314,0.9978160328879754,0.5342465753424658,0.9756312021102876,39,34,15534,388,ESTIMATED,ESTIMATED,ESTIMATED,3914fbf321684017bfa91913f7327cb395de752d4ebd95362ab66e90b58d5b02,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-03_v2\t6\r,8caaf5b894afa6956b97c410ca423fd72bbf1edb361204bcb304ca335f7bddc5,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S1__grouped_vs_naive_cv_validation.json,10bd90be82bbfd99ef9433b21f7c796abc5ab206267863b8dfd962ece4b9a4e1
medicine__S1__grouped_vs_naive_cv,medicine,S1,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.915409 [0.892921, 0.935458]","0.461195 [0.392578, 0.537129]",4770,174,0.9154087012194511,0.8929213540037643,0.9354580062236478,0.4611947095017396,0.3925778766948913,0.5371288495539311,0.025534736553849764,0.023380178385223726,0.027717444730289052,0.39357429718875503,0.004821802935010482,0.5,0.5,0.5,0.28160919540229884,0.9943429068755439,0.6533333333333333,0.9733759318423855,49,26,4570,125,ESTIMATED,ESTIMATED,ESTIMATED,b3b087837c0ecf9cc0f6ebc9b220b9e26b2b0eb45bd966690253e5ad3dcd8b6a,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-03_v2\t6\r,8caaf5b894afa6956b97c410ca423fd72bbf1edb361204bcb304ca335f7bddc5,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S1__grouped_vs_naive_cv_validation.json,10bd90be82bbfd99ef9433b21f7c796abc5ab206267863b8dfd962ece4b9a4e1
medicine__S1__grouped_vs_naive_cv,medicine,S1,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.894653 [0.879812, 0.908473]","0.282767 [0.245309, 0.327549]",15995,427,0.8946529962380048,0.8798124495026519,0.9084730356011039,0.282766979848825,0.24530939761481582,0.32754921661794,0.022200258029911806,0.021349689458874346,0.023020686893570088,0.16096579476861167,0.0006251953735542357,0.5,0.5,0.5,0.0936768149882904,0.9980729701952723,0.5714285714285714,0.9756985871271585,40,30,15538,387,ESTIMATED,ESTIMATED,ESTIMATED,3914fbf321684017bfa91913f7327cb395de752d4ebd95362ab66e90b58d5b02,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-03_v2\t6\r,8caaf5b894afa6956b97c410ca423fd72bbf1edb361204bcb304ca335f7bddc5,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S1__grouped_vs_naive_cv_validation.json,10bd90be82bbfd99ef9433b21f7c796abc5ab206267863b8dfd962ece4b9a4e1
medicine__S1__grouped_vs_naive_cv,medicine,S1,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.915409 [0.893803, 0.935664]","0.461195 [0.39253, 0.542047]",4770,174,0.9154087012194511,0.8938027943817697,0.9356636378114784,0.4611947095017396,0.39253002106207907,0.5420469327047411,0.025534736553849764,0.023160062931742238,0.027739200064815832,0.39357429718875503,0.004821802935010482,0.5,0.5,0.5,0.28160919540229884,0.9943429068755439,0.6533333333333333,0.9733759318423855,49,26,4570,125,ESTIMATED,ESTIMATED,ESTIMATED,b3b087837c0ecf9cc0f6ebc9b220b9e26b2b0eb45bd966690253e5ad3dcd8b6a,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-03_v2\t6\r,8caaf5b894afa6956b97c410ca423fd72bbf1edb361204bcb304ca335f7bddc5,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S1__grouped_vs_naive_cv_validation.json,10bd90be82bbfd99ef9433b21f7c796abc5ab206267863b8dfd962ece4b9a4e1
medicine__S2__grouped_vs_naive_cv,medicine,S2,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.883236 [0.870275, 0.89548]","0.315235 [0.284793, 0.350317]",15995,696,0.8832363019745112,0.8702754542777806,0.8954795464614006,0.3152345945430991,0.2847928974211679,0.3503169513099666,0.03473183892629915,0.03386517611016127,0.0356308108731721,0.09664429530201342,0.001437949359174742,0.5,0.5,0.5,0.05172413793103448,0.9991502712595595,0.7346938775510204,0.9586103097955601,36,13,15286,660,ESTIMATED,ESTIMATED,ESTIMATED,198559ae1ca6787ca0d67978151e82e137b412a0f894c1e1ab6031cc7a83b8e7,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-06_v2\t7\r,4b5a1ad255a5e15428c48f1108dbc170338c0e6afe4ecf830b149f27c884e13d,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S2__grouped_vs_naive_cv_validation.json,13933a4df08efd475641009b054b28765eee64384338341b72ce2e9811455e27
medicine__S2__grouped_vs_naive_cv,medicine,S2,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.901423 [0.882859, 0.919042]","0.47988 [0.422564, 0.541847]",4770,267,0.9014231877042438,0.8828588961753563,0.919041671382702,0.47987968675110093,0.42256363785258266,0.5418470382458691,0.03884562570307503,0.03674213587227924,0.040981009170684604,0.2839506172839506,0.007337526205450734,0.5,0.5,0.5,0.17228464419475656,0.9975571840994892,0.8070175438596491,0.9531084235094419,46,11,4492,221,ESTIMATED,ESTIMATED,ESTIMATED,e4932a9c277c16881d0d976d9d296aa54d009419887bf1c10a73607b4ded509f,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-06_v2\t7\r,4b5a1ad255a5e15428c48f1108dbc170338c0e6afe4ecf830b149f27c884e13d,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S2__grouped_vs_naive_cv_validation.json,13933a4df08efd475641009b054b28765eee64384338341b72ce2e9811455e27
medicine__S2__grouped_vs_naive_cv,medicine,S2,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.880577 [0.867126, 0.892848]","0.317517 [0.285563, 0.352443]",15995,696,0.8805768613830217,0.8671262809628799,0.8928480989255981,0.3175169054779476,0.2855629033911884,0.3524428130493409,0.03469153071191855,0.0338074185718297,0.03565607748026383,0.09115281501340483,0.0011253516723976243,0.5,0.5,0.5,0.04885057471264368,0.9989541800117655,0.68,0.9584822828472875,34,16,15283,662,ESTIMATED,ESTIMATED,ESTIMATED,198559ae1ca6787ca0d67978151e82e137b412a0f894c1e1ab6031cc7a83b8e7,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-06_v2\t7\r,4b5a1ad255a5e15428c48f1108dbc170338c0e6afe4ecf830b149f27c884e13d,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S2__grouped_vs_naive_cv_validation.json,13933a4df08efd475641009b054b28765eee64384338341b72ce2e9811455e27
medicine__S2__grouped_vs_naive_cv,medicine,S2,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.901423 [0.88283, 0.91943]","0.47988 [0.4225, 0.539759]",4770,267,0.9014231877042438,0.8828304043586365,0.9194297158419971,0.47987968675110093,0.4225000112986294,0.5397593597127537,0.03884562570307503,0.03675956634767039,0.040974225708180774,0.2839506172839506,0.007337526205450734,0.5,0.5,0.5,0.17228464419475656,0.9975571840994892,0.8070175438596491,0.9531084235094419,46,11,4492,221,ESTIMATED,ESTIMATED,ESTIMATED,e4932a9c277c16881d0d976d9d296aa54d009419887bf1c10a73607b4ded509f,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T151250Z_account-06_v2\t7\r,4b5a1ad255a5e15428c48f1108dbc170338c0e6afe4ecf830b149f27c884e13d,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S2__grouped_vs_naive_cv_validation.json,13933a4df08efd475641009b054b28765eee64384338341b72ce2e9811455e27
medicine__S3__grouped_vs_naive_cv,medicine,S3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.775406 [0.768013, 0.782858]","0.666971 [0.654203, 0.680228]",15995,6010,0.7754063957833588,0.7680125950917697,0.7828578503937891,0.6669707974000251,0.6542029527357032,0.6802278163705947,0.18367752203677248,0.1808025053661101,0.18648868280544453,0.5841731989548339,0.09715536105032822,0.5,0.5,0.5,0.5207986688851913,0.842163244867301,0.6651083722906928,0.7448844007440871,3130,1576,8409,2880,ESTIMATED,ESTIMATED,ESTIMATED,80acb9c3d6458dd9615b0fe54dc01c9bc901010a513b84799b88a9d7d39c8252,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-09_v2\t8\r,0d405b18d65430c263bc007ed8b61507cb813e79d25e2d7056a24fbe4fcef6b2,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S3__grouped_vs_naive_cv_validation.json,9809ff6247ac14279281c5500b0d215c0f24b41934c1ee57fe1feea2ad0aa9ea
medicine__S3__grouped_vs_naive_cv,medicine,S3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.763924 [0.748969, 0.778485]","0.620653 [0.596077, 0.645021]",4770,1606,0.7639241592448042,0.7489692050225846,0.7784851087461596,0.6206534917959078,0.596076947137051,0.6450206626454873,0.18009710227909376,0.17507514823766598,0.185280889314792,0.5524278676988037,0.070020964360587,0.5,0.5,0.5,0.4887920298879203,0.8574589127686473,0.6351132686084142,0.7676853423882286,785,451,2713,821,ESTIMATED,ESTIMATED,ESTIMATED,d04fb169978e23e0cb6c71343bb4ed4d739dd40d4c09f702318987efebfa6b53,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-09_v2\t8\r,0d405b18d65430c263bc007ed8b61507cb813e79d25e2d7056a24fbe4fcef6b2,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S3__grouped_vs_naive_cv_validation.json,9809ff6247ac14279281c5500b0d215c0f24b41934c1ee57fe1feea2ad0aa9ea
medicine__S3__grouped_vs_naive_cv,medicine,S3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.774818 [0.76683, 0.78243]","0.663999 [0.650543, 0.677715]",15995,6010,0.774818217342653,0.766830130982734,0.7824302535701858,0.6639986772636639,0.6505432415984074,0.6777152922183587,0.18406305178281976,0.1812061838988226,0.18711329481135225,0.5830767795503312,0.09634260706470772,0.5,0.5,0.5,0.5199667221297837,0.8413620430645969,0.6636228498619664,0.7443735601630338,3125,1584,8401,2885,ESTIMATED,ESTIMATED,ESTIMATED,80acb9c3d6458dd9615b0fe54dc01c9bc901010a513b84799b88a9d7d39c8252,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-09_v2\t8\r,0d405b18d65430c263bc007ed8b61507cb813e79d25e2d7056a24fbe4fcef6b2,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S3__grouped_vs_naive_cv_validation.json,9809ff6247ac14279281c5500b0d215c0f24b41934c1ee57fe1feea2ad0aa9ea
medicine__S3__grouped_vs_naive_cv,medicine,S3,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.763924 [0.749797, 0.778361]","0.620653 [0.597294, 0.64553]",4770,1606,0.7639241592448042,0.7497968166731918,0.7783609908330772,0.6206534917959078,0.5972943792157295,0.6455301310055349,0.18009710227909376,0.1752116687210582,0.18513442509194186,0.5524278676988037,0.070020964360587,0.5,0.5,0.5,0.4887920298879203,0.8574589127686473,0.6351132686084142,0.7676853423882286,785,451,2713,821,ESTIMATED,ESTIMATED,ESTIMATED,d04fb169978e23e0cb6c71343bb4ed4d739dd40d4c09f702318987efebfa6b53,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T171453Z_account-09_v2\t8\r,0d405b18d65430c263bc007ed8b61507cb813e79d25e2d7056a24fbe4fcef6b2,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S3__grouped_vs_naive_cv_validation.json,9809ff6247ac14279281c5500b0d215c0f24b41934c1ee57fe1feea2ad0aa9ea
medicine__S4__grouped_vs_naive_cv,medicine,S4,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.814854 [0.804726, 0.824647]","0.445539 [0.421944, 0.470037]",15995,2086,0.8148540434065088,0.804726037751554,0.8246471145335907,0.44553870011919405,0.42194402386379104,0.4700365728882809,0.10927764943429501,0.10684722379320671,0.11183573253468287,0.4608,-0.017067833698030634,0.5,0.5,0.5,0.48322147651006714,0.9079013588324106,0.44036697247706424,0.9213483146067416,1008,1281,12628,1078,ESTIMATED,ESTIMATED,ESTIMATED,4ab36328c0862c491b74fa467d505c4c6f6a8d36c7275f4e1802d7e1561bc023,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T191424Z_account-02_v2\t10\r,d09b7aa917684e71364d8ae879bba2892038219083af4030e2c240182feae224,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S4__grouped_vs_naive_cv_validation.json,995b97d3bfe19a5ad7e97a0f2a2f6aabb9eb215c4585c112cb3573918efea52d
medicine__S4__grouped_vs_naive_cv,medicine,S4,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / naive_row_stratified,naive_row_stratified,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.815018 [0.796499, 0.830537]","0.429948 [0.392518, 0.467203]",4770,615,0.8150184418811697,0.796498595254654,0.8305366425426943,0.4299475676729327,0.39251824776431204,0.4672030430575202,0.11355498916467456,0.10946837813814099,0.11819130588839695,0.4314868804664723,-0.03459119496855346,0.5,0.5,0.5,0.4813008130081301,0.8890493381468111,0.3910171730515192,0.9205083478694244,296,461,3694,319,ESTIMATED,ESTIMATED,ESTIMATED,08ac8a7142544934c006bfdb617c8e34eb9d62b48e7a7f7b7c392189cbe21423,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T191424Z_account-02_v2\t10\r,d09b7aa917684e71364d8ae879bba2892038219083af4030e2c240182feae224,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S4__grouped_vs_naive_cv_validation.json,995b97d3bfe19a5ad7e97a0f2a2f6aabb9eb215c4585c112cb3573918efea52d
medicine__S4__grouped_vs_naive_cv,medicine,S4,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.812961 [0.80309, 0.823156]","0.441771 [0.420013, 0.46715]",15995,2086,0.8129606240039782,0.8030897013157974,0.8231556274254338,0.44177067491704225,0.42001329081434635,0.4671495777484479,0.10884568627703178,0.1063318610350878,0.1114141516367777,0.4609375,-0.01625507971241013,0.5,0.5,0.5,0.48082454458293383,0.9091954849378101,0.44263018534863197,0.9211158860805594,1003,1263,12646,1083,ESTIMATED,ESTIMATED,ESTIMATED,4ab36328c0862c491b74fa467d505c4c6f6a8d36c7275f4e1802d7e1561bc023,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T191424Z_account-02_v2\t10\r,d09b7aa917684e71364d8ae879bba2892038219083af4030e2c240182feae224,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S4__grouped_vs_naive_cv_validation.json,995b97d3bfe19a5ad7e97a0f2a2f6aabb9eb215c4585c112cb3573918efea52d
medicine__S4__grouped_vs_naive_cv,medicine,S4,sensitivity,grouped_vs_naive_cv,grouped_vs_naive_cv / patient_grouped,patient_grouped,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.815018 [0.797161, 0.831848]","0.429948 [0.392962, 0.466688]",4770,615,0.8150184418811697,0.7971613615753809,0.8318481703958275,0.4299475676729327,0.3929621788982949,0.46668798175107046,0.11355498916467456,0.10918602181558514,0.11811620947446068,0.4314868804664723,-0.03459119496855346,0.5,0.5,0.5,0.4813008130081301,0.8890493381468111,0.3910171730515192,0.9205083478694244,296,461,3694,319,ESTIMATED,ESTIMATED,ESTIMATED,08ac8a7142544934c006bfdb617c8e34eb9d62b48e7a7f7b7c392189cbe21423,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104rv\sweep_20260906T191424Z_account-02_v2\t10\r,d09b7aa917684e71364d8ae879bba2892038219083af4030e2c240182feae224,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\.p104k10\cloud_validation_index_20260906T211456Z\task_medicine__S4__grouped_vs_naive_cv_validation.json,995b97d3bfe19a5ad7e97a0f2a2f6aabb9eb215c4585c112cb3573918efea52d
