group,split_year,feature,n,missing_n,missing_rate
medicine,2020,MISSREASON_EMT_現場停留分__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場停留分__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_送醫途中分,3572,0,0.0
medicine,2020,MISS_EMT_送醫途中分,3572,0,0.0
medicine,2020,MISSREASON_EMT_送醫途中分__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_送醫途中分__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_送醫途中分__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_送醫途中分__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_舒張壓,3572,3572,1.0
medicine,2020,MISS_EMT_現場_舒張壓,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_舒張壓__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_舒張壓__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_舒張壓__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_舒張壓__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_脈搏,3572,156,0.043673012318029114
medicine,2020,MISS_EMT_現場_脈搏,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_脈搏__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_脈搏__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_脈搏__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_脈搏__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_呼吸,3572,158,0.044232922732362824
medicine,2020,MISS_EMT_現場_呼吸,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_呼吸__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_呼吸__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_呼吸__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_呼吸__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_SPO2,3572,166,0.04647256438969765
medicine,2020,MISS_EMT_現場_SPO2,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_SPO2__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_SPO2__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_SPO2__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_SPO2__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_體溫,3572,157,0.043952967525195966
medicine,2020,MISS_EMT_現場_體溫,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_體溫__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_體溫__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_體溫__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_體溫__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_GCS,3572,189,0.05291153415453528
medicine,2020,MISS_EMT_現場_GCS,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_GCS_E,3572,189,0.05291153415453528
medicine,2020,MISS_EMT_現場_GCS_E,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_E__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_E__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_E__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_E__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_GCS_V,3572,189,0.05291153415453528
medicine,2020,MISS_EMT_現場_GCS_V,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_V__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_V__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_V__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_V__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_現場_GCS_M,3572,189,0.05291153415453528
medicine,2020,MISS_EMT_現場_GCS_M,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_M__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_M__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_M__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_現場_GCS_M__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_舒張壓,3572,210,0.05879059350503919
medicine,2020,MISS_EMT_車上_舒張壓,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_舒張壓__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_舒張壓__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_舒張壓__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_舒張壓__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_脈搏,3572,157,0.043952967525195966
medicine,2020,MISS_EMT_車上_脈搏,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_脈搏__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_脈搏__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_脈搏__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_脈搏__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_呼吸,3572,157,0.043952967525195966
medicine,2020,MISS_EMT_車上_呼吸,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_呼吸__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_呼吸__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_呼吸__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_呼吸__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_SPO2,3572,155,0.04339305711086226
medicine,2020,MISS_EMT_車上_SPO2,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_SPO2__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_SPO2__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_SPO2__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_SPO2__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_體溫,3572,157,0.043952967525195966
medicine,2020,MISS_EMT_車上_體溫,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_體溫__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_體溫__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_體溫__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_體溫__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_GCS,3572,191,0.05347144456886898
medicine,2020,MISS_EMT_車上_GCS,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_GCS_E,3572,191,0.05347144456886898
medicine,2020,MISS_EMT_車上_GCS_E,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_E__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_E__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_E__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_E__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_GCS_V,3572,191,0.05347144456886898
medicine,2020,MISS_EMT_車上_GCS_V,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_V__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_V__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_V__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_V__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_車上_GCS_M,3572,191,0.05347144456886898
medicine,2020,MISS_EMT_車上_GCS_M,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_M__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_M__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_M__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_車上_GCS_M__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_生命徵象量測次數,3572,0,0.0
medicine,2020,MISS_EMT_生命徵象量測次數,3572,0,0.0
medicine,2020,MISSREASON_EMT_生命徵象量測次數__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_生命徵象量測次數__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_生命徵象量測次數__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_生命徵象量測次數__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_疼痛指數,3572,1549,0.43365061590145576
medicine,2020,MISS_EMT_問卷_疼痛指數,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_疼痛指數__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_疼痛指數__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_疼痛指數__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_疼痛指數__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔尺寸mm,3572,158,0.044232922732362824
medicine,2020,MISS_EMT_問卷_左瞳孔尺寸mm,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_左瞳孔尺寸mm__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_左瞳孔尺寸mm__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_左瞳孔尺寸mm__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_左瞳孔尺寸mm__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔尺寸mm,3572,158,0.044232922732362824
medicine,2020,MISS_EMT_問卷_右瞳孔尺寸mm,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_右瞳孔尺寸mm__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_右瞳孔尺寸mm__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_右瞳孔尺寸mm__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_右瞳孔尺寸mm__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_血糖值mgdl,3572,2498,0.6993281075027995
medicine,2020,MISS_EMT_問卷_血糖值mgdl,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_血糖值mgdl__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_血糖值mgdl__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_血糖值mgdl__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_血糖值mgdl__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_氧氣流量Lmin,3572,2923,0.8183090705487122
medicine,2020,MISS_EMT_問卷_氧氣流量Lmin,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_氧氣流量Lmin__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_氧氣流量Lmin__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_氧氣流量Lmin__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_氧氣流量Lmin__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液量ml,3572,3326,0.931131019036954
medicine,2020,MISS_EMT_問卷_靜脈輸液量ml,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_靜脈輸液量ml__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_靜脈輸液量ml__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_靜脈輸液量ml__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_問卷_靜脈輸液量ml__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_體重,3572,49,0.013717805151175811
medicine,2020,MISS_EMT_體重,3572,0,0.0
medicine,2020,MISSREASON_EMT_體重__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_體重__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_體重__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_體重__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_燒燙傷一級%,3572,0,0.0
medicine,2020,MISS_EMT_燒燙傷一級%,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷一級%__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷一級%__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷一級%__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷一級%__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_燒燙傷二級%,3572,0,0.0
medicine,2020,MISS_EMT_燒燙傷二級%,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷二級%__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷二級%__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷二級%__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷二級%__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_燒燙傷三級%,3572,0,0.0
medicine,2020,MISS_EMT_燒燙傷三級%,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷三級%__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷三級%__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷三級%__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷三級%__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_燒燙傷總%,3572,0,0.0
medicine,2020,MISS_EMT_燒燙傷總%,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷總%__source_missing,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷總%__not_measured,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷總%__sentinel,3572,0,0.0
medicine,2020,MISSREASON_EMT_燒燙傷總%__invalid_or_out_of_range,3572,0,0.0
medicine,2020,EMT_城市__台北,3572,0,0.0
medicine,2020,EMT_城市__新北,3572,0,0.0
medicine,2020,EMT_城市__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_城市__MISSING,3572,0,0.0
medicine,2020,EMT_性別__女,3572,0,0.0
medicine,2020,EMT_性別__男,3572,0,0.0
medicine,2020,EMT_性別__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_性別__MISSING,3572,0,0.0
medicine,2020,EMT_送醫路由__家屬指定送醫,3572,0,0.0
medicine,2020,EMT_送醫路由__就近適當,3572,0,0.0
medicine,2020,EMT_送醫路由__指揮中心,3572,0,0.0
medicine,2020,EMT_送醫路由__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_送醫路由__MISSING,3572,0,0.0
medicine,2020,EMT_危急個案__0.0,3572,0,0.0
medicine,2020,EMT_危急個案__1.0,3572,0,0.0
medicine,2020,EMT_危急個案__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_危急個案__MISSING,3572,0,0.0
medicine,2020,EMT_發生地區__三峽區,3572,0,0.0
medicine,2020,EMT_發生地區__三重區,3572,0,0.0
medicine,2020,EMT_發生地區__中和區,3572,0,0.0
medicine,2020,EMT_發生地區__土城區,3572,0,0.0
medicine,2020,EMT_發生地區__坪林區,3572,0,0.0
medicine,2020,EMT_發生地區__市文山區,3572,0,0.0
medicine,2020,EMT_發生地區__新店區,3572,0,0.0
medicine,2020,EMT_發生地區__新莊區,3572,0,0.0
medicine,2020,EMT_發生地區__板橋區,3572,0,0.0
medicine,2020,EMT_發生地區__樹林區,3572,0,0.0
medicine,2020,EMT_發生地區__永和區,3572,0,0.0
medicine,2020,EMT_發生地區__深坑區,3572,0,0.0
medicine,2020,EMT_發生地區__烏來區,3572,0,0.0
medicine,2020,EMT_發生地區__石碇區,3572,0,0.0
medicine,2020,EMT_發生地區__蘆洲區,3572,0,0.0
medicine,2020,EMT_發生地區__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_發生地區__MISSING,3572,0,0.0
medicine,2020,EMT_距離_定位信心__Google地標,3572,0,0.0
medicine,2020,EMT_距離_定位信心__區內概略,3572,0,0.0
medicine,2020,EMT_距離_定位信心__國道概略,3572,0,0.0
medicine,2020,EMT_距離_定位信心__無,3572,0,0.0
medicine,2020,EMT_距離_定位信心__號,3572,0,0.0
medicine,2020,EMT_距離_定位信心__路名概略(OSM),3572,0,0.0
medicine,2020,EMT_距離_定位信心__路段中心,3572,0,0.0
medicine,2020,EMT_距離_定位信心__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_距離_定位信心__MISSING,3572,0,0.0
medicine,2020,EMT_現場_意識__否,3572,0,0.0
medicine,2020,EMT_現場_意識__清,3572,0,0.0
medicine,2020,EMT_現場_意識__痛,3572,0,0.0
medicine,2020,EMT_現場_意識__聲,3572,0,0.0
medicine,2020,EMT_現場_意識__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_現場_意識__MISSING,3572,0,0.0
medicine,2020,EMT_派遣分類__BLS,3572,0,0.0
medicine,2020,EMT_派遣分類__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_派遣分類__MISSING,3572,0,0.0
medicine,2020,EMT_派遣原因__救護,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-一般受傷,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-其它,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-割腕,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-吞食藥物,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-孕婦待產,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-急病,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-打架受傷,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-精神異常,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-路倒,3572,0,0.0
medicine,2020,EMT_派遣原因__救護-車禍,3572,0,0.0
medicine,2020,EMT_派遣原因__火警-集合住宅,3572,0,0.0
medicine,2020,EMT_派遣原因__緊急救援-其他,3572,0,0.0
medicine,2020,EMT_派遣原因__緊急救援-車禍救助,3572,0,0.0
medicine,2020,EMT_派遣原因__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_派遣原因__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_創傷導致的主訴群__肢體麻痺,3572,0,0.0
medicine,2020,EMT_問卷_創傷導致的主訴群__背部疼痛,3572,0,0.0
medicine,2020,EMT_問卷_創傷導致的主訴群__胸痛/悶,3572,0,0.0
medicine,2020,EMT_問卷_創傷導致的主訴群__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_創傷導致的主訴群__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__GCS<15,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__檢查無明顯異常,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__肢體運動感覺異常,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__轉向困難,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__頸椎瘀青疼痛,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_頸椎固定__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_膚色__其他,3572,0,0.0
medicine,2020,EMT_問卷_膚色__正常,3572,0,0.0
medicine,2020,EMT_問卷_膚色__溼冷,3572,0,0.0
medicine,2020,EMT_問卷_膚色__潮紅,3572,0,0.0
medicine,2020,EMT_問卷_膚色__發紺,3572,0,0.0
medicine,2020,EMT_問卷_膚色__蒼白,3572,0,0.0
medicine,2020,EMT_問卷_膚色__蒼白、溼冷,3572,0,0.0
medicine,2020,EMT_問卷_膚色__黃疸,3572,0,0.0
medicine,2020,EMT_問卷_膚色__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_膚色__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__+,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__-,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__無法測量,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__眼疾,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_左瞳孔光反射__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__+,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__-,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__無法測量,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__眼疾,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_右瞳孔光反射__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_氣管位置__其他,3572,0,0.0
medicine,2020,EMT_問卷_氣管位置__正常,3572,0,0.0
medicine,2020,EMT_問卷_氣管位置__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_氣管位置__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_頸靜脈怒張__其他,3572,0,0.0
medicine,2020,EMT_問卷_頸靜脈怒張__有,3572,0,0.0
medicine,2020,EMT_問卷_頸靜脈怒張__無,3572,0,0.0
medicine,2020,EMT_問卷_頸靜脈怒張__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_頸靜脈怒張__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__High,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__Low,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__否,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__否、其他,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__否、創傷,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__否、拒絕,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__否、躁動,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__血糖值紀錄,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_血糖狀態__MISSING,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__0.9%N.S.,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__5%G.W.,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__50%G.W.,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__IV,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_問卷_靜脈輸液種類__MISSING,3572,0,0.0
medicine,2020,EMT_推定派遣類別__中毒/自傷,3572,0,0.0
medicine,2020,EMT_推定派遣類別__交通事故傷,3572,0,0.0
medicine,2020,EMT_推定派遣類別__內科急病,3572,0,0.0
medicine,2020,EMT_推定派遣類別__其他外傷,3572,0,0.0
medicine,2020,EMT_推定派遣類別__精神行為異常,3572,0,0.0
medicine,2020,EMT_推定派遣類別__路倒/無意識,3572,0,0.0
medicine,2020,EMT_推定派遣類別__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_推定派遣類別__MISSING,3572,0,0.0
medicine,2020,EMT_有燒燙傷__False,3572,0,0.0
medicine,2020,EMT_有燒燙傷__True,3572,0,0.0
medicine,2020,EMT_有燒燙傷__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_有燒燙傷__MISSING,3572,0,0.0
medicine,2020,EMT_心律臆斷__Atrial fibrillation,3572,0,0.0
medicine,2020,EMT_心律臆斷__Normal Sinus Rhythm,3572,0,0.0
medicine,2020,EMT_心律臆斷__ST段下降,3572,0,0.0
medicine,2020,EMT_心律臆斷__Sinus Bradycardia,3572,0,0.0
medicine,2020,EMT_心律臆斷__Sinus Tachycardia,3572,0,0.0
medicine,2020,EMT_心律臆斷__其他波形,3572,0,0.0
medicine,2020,EMT_心律臆斷__OTHER_RARE,3572,0,0.0
medicine,2020,EMT_心律臆斷__MISSING,3572,0,0.0
medicine,2020,"EMT_台北_創傷類型__創傷-一般外傷,肢體外傷,摔跌傷",3572,0,0.0
medicine,2020,"EMT_台北_創傷類型__創傷-一般外傷,頭部外傷,摔跌傷",3572,0,0.0
medicine,2020,EMT_台北_創傷類型__創傷-交通事故(機車),3572,0,0.0
medicine,2020,"EMT_台北_創傷類型__非創傷-一般疾病,噁心嘔吐腹瀉",3572,0,0.0
medicine,2020,"EMT_台北_創傷類型__非創傷-一般疾病,肢體無力",3572,0,0.0
