group,outcome,model_a,model_b,status,split,comparison_variant,comparison_definition_source,multiplicity,n_common,events_common,patient_groups_common,common_row_set_sha256,auroc_a,auroc_b,auroc_difference,auroc_delong_p,auprc_a,auprc_b,auprc_difference,auprc_difference_lower_ci,auprc_difference_upper_ci,auprc_paired_bootstrap_p,bootstrap_b,bootstrap_success,bootstrap_method
medicine,P3,logistic_regression,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,253,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8014151195177464,0.892678165314871,-0.09126304579712463,5.805432073965654e-11,0.2645748302453472,0.3675046845432375,-0.10292985429789026,-0.14717583585350116,-0.060776988564502074,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,logistic_regression,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,253,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8014151195177464,0.8968901847303248,-0.09547506521257842,5.600119508243895e-12,0.2645748302453472,0.36906420943915547,-0.10448937919380824,-0.14934292317930012,-0.0638607038934695,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,rSI_sMS,catboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,210,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.6868352788586252,0.8889186803125919,-0.20208340145396675,4.0258906528103196e-25,0.1102271197778275,0.3339643914445369,-0.22373727166670937,-0.28781566560183314,-0.1719504212504555,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,rSI_sMS,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,210,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.6868352788586252,0.882446130203054,-0.1956108513444288,1.3095294122190214e-23,0.1102271197778275,0.3259206872943999,-0.21569356751657237,-0.279584766615008,-0.16439430116294226,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,rSI_sMS,logistic_regression,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,210,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.6868352788586252,0.7849747681173638,-0.09813948925873861,0.00022710548823111297,0.1102271197778275,0.22391909680377708,-0.11369197702594959,-0.1643390623064651,-0.06867048831436688,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,rSI_sMS,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,210,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.6868352788586252,0.8878222105963007,-0.20098693173767557,8.30840735474972e-25,0.1102271197778275,0.32907528237298167,-0.21884816259515416,-0.28563306882141815,-0.16869724611927964,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,P3,xgboost,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-P3/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,253,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8968901847303248,0.892678165314871,0.004212019415453794,0.022372800581729215,0.36906420943915547,0.3675046845432375,0.0015595248959179853,-0.015039645198952139,0.021215752499882102,0.782,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,catboost,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.9154087012194511,0.9154749757410243,-6.627452157326186e-05,0.9837558501997222,0.4611947095017396,0.4582272901287989,0.0029674193729406495,-0.026870933624017507,0.02897799113567706,0.94,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,catboost,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.9154087012194511,0.9159551534067605,-0.0005464521873094208,0.8656958296615742,0.4611947095017396,0.45121353829600325,0.009981171205736328,-0.019719346510903176,0.03724011893075924,0.515,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,logistic_regression,catboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8389635415103589,0.9154087012194511,-0.07644515970909216,2.236648921327223e-06,0.30392511902438346,0.4611947095017396,-0.1572695904773561,-0.21406759586996554,-0.09713184561992332,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,logistic_regression,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8389635415103589,0.9154749757410243,-0.07651143423066542,2.3924295443278722e-06,0.30392511902438346,0.4582272901287989,-0.15430217110441546,-0.21905506553352178,-0.09191866452433532,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,logistic_regression,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8389635415103589,0.9159551534067605,-0.07699161189640158,1.9387314896246685e-06,0.30392511902438346,0.45121353829600325,-0.14728841927161979,-0.20810015151130112,-0.08835090212822484,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,rSI_sMS,catboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,125,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.7881751234845084,0.8887669510552313,-0.10059182757072294,7.846645237436288e-08,0.10587222563223674,0.2631306813530903,-0.15725845572085356,-0.2230798794105949,-0.1003150773706229,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,rSI_sMS,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,125,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.7881751234845084,0.8906439155814997,-0.10246879209699133,2.7326935788767417e-08,0.10587222563223674,0.2794844987103157,-0.17361227307807897,-0.24203599986975322,-0.11834613347321113,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,rSI_sMS,logistic_regression,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,125,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.7881751234845084,0.8052276605298608,-0.01705253704535248,0.5572908383675779,0.10587222563223674,0.15542020978741447,-0.049547984155177735,-0.10213286233337271,-0.011087945888288389,0.011,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,rSI_sMS,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4579,125,3923,d598b0d1a07619c0d97ce0418d80c472199f614cfba470d7a91395695f1f9135,0.7881751234845084,0.8908666367310283,-0.10269151324651993,3.0318785924605875e-08,0.10587222563223674,0.2601456637575317,-0.15427343812529493,-0.21554950268656992,-0.09685713200342658,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S1,xgboost,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S1/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,174,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.9159551534067605,0.9154749757410243,0.00048017766573615894,0.8242323727463634,0.45121353829600325,0.4582272901287989,-0.007013751832795678,-0.02311046560168304,0.00665464145983776,0.3,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S2,catboost,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S2/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,267,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8998744906641516,0.900733676508628,-0.0008591858444764178,0.7896441386915077,0.45413543447871585,0.471936537028512,-0.017801102549796166,-0.046733951094972935,0.011044562652740566,0.209,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S2,catboost,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S2/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,267,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8998744906641516,0.9022615800868501,-0.0023870894226984962,0.48678752436154826,0.45413543447871585,0.47966644955362253,-0.025531015074906682,-0.05292264921340332,-0.001903930687817647,0.042,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S2,logistic_regression,catboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S2/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,267,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8420761523112765,0.8998744906641516,-0.05779833835287507,1.774466599768802e-05,0.35471065321236994,0.45413543447871585,-0.09942478126634591,-0.14401779713923477,-0.05727353662955962,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S2,logistic_regression,lightgbm,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S2/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,267,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8420761523112765,0.900733676508628,-0.058657524197351485,1.1030082411455203e-05,0.35471065321236994,0.471936537028512,-0.11722588381614207,-0.16353182234376443,-0.07341171679728091,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
medicine,S2,logistic_regression,xgboost,ESTIMATED,validation_2024,current_locked_probability_exact_common_rows,outputs/v2/stage2a/formal_v4_complete_case/P1_03-evaluation-S2/paired_model_comparisons_2024.parquet,"Prespecified source comparison set; nominal unadjusted intervals and p-values, descriptive",4770,267,4071,51c63206c91a59e76546c6c74d104c6fdcec6d93f74046eb4039054410cc3b0c,0.8420761523112765,0.9022615800868501,-0.06018542777557356,5.992818877943691e-06,0.35471065321236994,0.47966644955362253,-0.12495579634125259,-0.1734632152477966,-0.07582103260338108,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster
